ParamsID,Order,a,b,c,IntervalIndices,Offsets
603,1,0,3.39188,-2.22139,"603","0"
604,1,0,3.38627,-2.21973,"604","0"
605,1,0,3.38068,-2.21808,"605","0"
606,1,0,3.3751,-2.21643,"606","0"
607,1,0,3.36955,-2.21478,"607","0"
608,1,0,3.36401,-2.21313,"608","0"
609,1,0,3.35849,-2.21149,"609","0"
610,1,0,3.35299,-2.20985,"610","0"
611,1,0,3.34751,-2.20822,"611","0"
612,1,0,3.34204,-2.20658,"612","0"
613,1,0,3.33659,-2.20495,"613","0"
614,1,0,3.33116,-2.20332,"614","0"
615,1,0,3.32575,-2.2017,"615","0"
616,1,0,3.32036,-2.20007,"616","0"
617,1,0,3.31498,-2.19845,"617","0"
618,1,0,3.30962,-2.19683,"618","0"
619,1,0,3.30428,-2.19522,"619","0"
620,1,0,3.29895,-2.19361,"620","0"
621,1,0,3.29365,-2.192,"621","0"
622,1,0,3.28835,-2.19039,"622","0"
623,1,0,3.28308,-2.18878,"623","0"
624,1,0,3.27782,-2.18718,"624","0"
625,1,0,3.27258,-2.18558,"625","0"
626,1,0,3.26736,-2.18398,"626","0"
627,1,0,3.26215,-2.18239,"627","0"
628,1,0,3.25696,-2.1808,"628","0"
629,1,0,3.25179,-2.17921,"629","0"
630,1,0,3.24663,-2.17762,"630","0"
631,1,0,3.24149,-2.17603,"631","0"
632,1,0,3.23636,-2.17445,"632","0"
633,1,0,3.23126,-2.17287,"633","0"
634,1,0,3.22616,-2.17129,"634","0"
635,1,0,3.22109,-2.16972,"635","0"
636,1,0,3.21603,-2.16815,"636","0"
637,1,0,3.21098,-2.16658,"637","0"
638,1,0,3.20595,-2.16501,"638","0"
639,1,0,3.20094,-2.16344,"639","0"
640,1,0,3.19594,-2.16188,"640","0"
641,1,0,3.19096,-2.16032,"641","0"
642,1,0,3.18599,-2.15876,"642","0"
643,1,0,3.18104,-2.15721,"643","0"
644,1,0,3.17611,-2.15566,"644","0"
645,1,0,3.17119,-2.15411,"645","0"
646,1,0,3.16628,-2.15256,"646","0"
647,1,0,3.16139,-2.15101,"647","0"
648,1,0,3.15652,-2.14947,"648","0"
649,1,0,3.15166,-2.14793,"649","0"
650,1,0,3.14681,-2.14639,"650","0"
651,1,0,3.14198,-2.14485,"651","0"
652,1,0,3.13717,-2.14332,"652","0"
653,1,0,3.13236,-2.14179,"653","0"
654,1,0,3.12758,-2.14026,"654","0"
655,1,0,3.12281,-2.13873,"655","0"
656,1,0,3.11805,-2.13721,"656","0"
657,1,0,3.11331,-2.13569,"657","0"
658,1,0,3.10858,-2.13417,"658","0"
659,1,0,3.10387,-2.13265,"659","0"
660,1,0,3.09917,-2.13113,"660","0"
661,1,0,3.09448,-2.12962,"661","0"
662,1,0,3.08981,-2.12811,"662","0"
663,1,0,3.08516,-2.1266,"663","0"
664,1,0,3.08051,-2.1251,"664","0"
665,1,0,3.07588,-2.12359,"665","0"
666,1,0,3.07127,-2.12209,"666","0"
667,1,0,3.06667,-2.12059,"667","0"
668,1,0,3.06208,-2.11909,"668","0"
669,1,0,3.05751,-2.1176,"669","0"
670,1,0,3.05295,-2.11611,"670","0"
671,1,0,3.0484,-2.11462,"671","0"
672,1,0,3.04387,-2.11313,"672","0"
673,1,0,3.03935,-2.11164,"673","0"
674,1,0,3.03484,-2.11016,"674","0"
675,1,0,3.03035,-2.10868,"675","0"
676,1,0,3.02587,-2.1072,"676","0"
677,1,0,3.0214,-2.10572,"677","0"
678,1,0,3.01695,-2.10425,"678","0"
679,1,0,3.01251,-2.10277,"679","0"
680,1,0,3.00808,-2.1013,"680","0"
681,1,0,3.00367,-2.09983,"681","0"
682,1,0,2.99927,-2.09837,"682","0"
683,1,0,2.99488,-2.0969,"683","0"
684,1,0,2.9905,-2.09544,"684","0"
685,1,0,2.98614,-2.09398,"685","0"
686,1,0,2.98179,-2.09252,"686","0"
687,1,0,2.97746,-2.09107,"687","0"
688,1,0,2.97313,-2.08962,"688","0"
689,1,0,2.96882,-2.08816,"689","0"
690,1,0,2.96452,-2.08672,"690","0"
691,1,0,2.96023,-2.08527,"691","0"
692,1,0,2.95596,-2.08382,"692","0"
693,1,0,2.95169,-2.08238,"693","0"
694,1,0,2.94744,-2.08094,"694","0"
695,1,0,2.94321,-2.0795,"695","0"
696,1,0,2.93898,-2.07806,"696","0"
697,1,0,2.93477,-2.07663,"697","0"
698,1,0,2.93057,-2.0752,"698","0"
699,1,0,2.92638,-2.07377,"699","0"
700,1,0,2.9222,-2.07234,"700","0"
701,1,0,2.91803,-2.07091,"701","0"
702,1,0,2.91388,-2.06949,"702","0"
703,1,0,2.90974,-2.06806,"703","0"
704,1,0,2.90561,-2.06664,"704","0"
705,1,0,2.90149,-2.06522,"705","0"
706,1,0,2.89738,-2.06381,"706","0"
707,1,0,2.89329,-2.06239,"707","0"
708,1,0,2.8892,-2.06098,"708","0"
709,1,0,2.88513,-2.05957,"709","0"
710,1,0,2.88107,-2.05816,"710","0"
711,1,0,2.87702,-2.05676,"711","0"
712,1,0,2.87298,-2.05535,"712","0"
713,1,0,2.86896,-2.05395,"713","0"
714,1,0,2.86494,-2.05255,"714","0"
715,1,0,2.86094,-2.05115,"715","0"
716,1,0,2.85694,-2.04975,"716","0"
717,1,0,2.85296,-2.04836,"717","0"
718,1,0,2.84899,-2.04697,"718","0"
719,1,0,2.84503,-2.04557,"719","0"
720,1,0,2.84108,-2.04419,"720","0"
721,1,0,2.83715,-2.0428,"721","0"
722,1,0,2.83322,-2.04141,"722","0"
723,1,0,2.8293,-2.04003,"723","0"
724,1,0,2.8254,-2.03865,"724","0"
725,1,0,2.8215,-2.03727,"725","0"
726,1,0,2.81762,-2.03589,"726","0"
727,1,0,2.81375,-2.03452,"727","0"
728,1,0,2.80988,-2.03314,"728","0"
729,1,0,2.80603,-2.03177,"729","0"
730,1,0,2.80219,-2.0304,"730","0"
731,1,0,2.79836,-2.02903,"731","0"
732,1,0,2.79454,-2.02767,"732","0"
733,1,0,2.79073,-2.0263,"733","0"
734,1,0,2.78693,-2.02494,"734","0"
735,1,0,2.78314,-2.02358,"735","0"
736,1,0,2.77936,-2.02222,"736","0"
737,1,0,2.77559,-2.02086,"737","0"
738,1,0,2.77184,-2.01951,"738","0"
739,1,0,2.76809,-2.01816,"739","0"
740,1,0,2.76435,-2.01681,"740","0"
741,1,0,2.76062,-2.01546,"741","0"
742,1,0,2.7569,-2.01411,"742","0"
743,1,0,2.75319,-2.01276,"743","0"
744,1,0,2.7495,-2.01142,"744","0"
745,1,0,2.74581,-2.01008,"745","0"
746,1,0,2.74213,-2.00874,"746","0"
747,1,0,2.73846,-2.0074,"747","0"
748,1,0,2.7348,-2.00606,"748","0"
749,1,0,2.73115,-2.00472,"749","0"
750,1,0,2.72752,-2.00339,"750","0"
751,1,0,2.72389,-2.00206,"751","0"
752,1,0,2.72027,-2.00073,"752","0"
753,1,0,2.71666,-1.9994,"753","0"
754,1,0,2.71306,-1.99808,"754","0"
755,1,0,2.70946,-1.99675,"755","0"
756,1,0,2.70588,-1.99543,"756","0"
757,1,0,2.70231,-1.99411,"757","0"
758,1,0,2.69875,-1.99279,"758","0"
759,1,0,2.69519,-1.99147,"759","0"
760,1,0,2.69165,-1.99015,"760","0"
761,1,0,2.68812,-1.98884,"761","0"
762,1,0,2.68459,-1.98753,"762","0"
763,1,0,2.68107,-1.98622,"763","0"
764,1,0,2.67757,-1.98491,"764","0"
765,1,0,2.67407,-1.9836,"765","0"
766,1,0,2.67058,-1.9823,"766","0"
767,1,0,2.6671,-1.98099,"767","0"
768,1,0,2.66363,-1.97969,"768","0"
769,1,0,2.66017,-1.97839,"769","0"
770,1,0,2.65672,-1.97709,"770","0"
771,1,0,2.65327,-1.97579,"771","0"
772,1,0,2.64984,-1.9745,"772","0"
773,1,0,2.64641,-1.97321,"773","0"
774,1,0,2.643,-1.97191,"774","0"
775,1,0,2.63959,-1.97062,"775","0"
776,1,0,2.63619,-1.96933,"776","0"
777,1,0,2.6328,-1.96805,"777","0"
778,1,0,2.62942,-1.96676,"778","0"
779,1,0,2.62604,-1.96548,"779","0"
780,1,0,2.62268,-1.9642,"780","0"
781,1,0,2.61932,-1.96292,"781","0"
782,1,0,2.61597,-1.96164,"782","0"
783,1,0,2.61264,-1.96036,"783","0"
784,1,0,2.60931,-1.95908,"784","0"
785,1,0,2.60598,-1.95781,"785","0"
786,1,0,2.60267,-1.95654,"786","0"
787,1,0,2.59937,-1.95527,"787","0"
788,1,0,2.59607,-1.954,"788","0"
789,1,0,2.59278,-1.95273,"789","0"
790,1,0,2.5895,-1.95147,"790","0"
791,1,0,2.58623,-1.9502,"791","0"
792,1,0,2.58297,-1.94894,"792","0"
793,1,0,2.57971,-1.94768,"793","0"
794,1,0,2.57646,-1.94642,"794","0"
795,1,0,2.57322,-1.94516,"795","0"
796,1,0,2.56999,-1.9439,"796","0"
797,1,0,2.56677,-1.94265,"797","0"
798,1,0,2.56356,-1.9414,"798","0"
799,1,0,2.56035,-1.94014,"799","0"
800,1,0,2.55715,-1.93889,"800","0"
801,1,0,2.55396,-1.93765,"801","0"
802,1,0,2.55078,-1.9364,"802","0"
803,1,0,2.5476,-1.93515,"803","0"
804,1,0,2.54444,-1.93391,"804","0"
805,1,0,2.54128,-1.93267,"805","0"
806,1,0,2.53813,-1.93143,"806","0"
807,1,0,2.53498,-1.93019,"807","0"
808,1,0,2.53185,-1.92895,"808","0"
809,1,0,2.52872,-1.92771,"809","0"
810,1,0,2.5256,-1.92648,"810","0"
811,1,0,2.52249,-1.92525,"811","0"
812,1,0,2.51938,-1.92401,"812","0"
813,1,0,2.51629,-1.92278,"813","0"
814,1,0,2.5132,-1.92156,"814","0"
815,1,0,2.51012,-1.92033,"815","0"
816,1,0,2.50704,-1.9191,"816","0"
817,1,0,2.50398,-1.91788,"817","0"
818,1,0,2.50092,-1.91666,"818","0"
819,1,0,2.49786,-1.91544,"819","0"
820,1,0,2.49482,-1.91422,"820","0"
821,1,0,2.49178,-1.913,"821","0"
822,1,0,2.48875,-1.91178,"822","0"
823,1,0,2.48573,-1.91057,"823","0"
824,1,0,2.48272,-1.90935,"824","0"
825,1,0,2.47971,-1.90814,"825","0"
826,1,0,2.47671,-1.90693,"826","0"
827,1,0,2.47372,-1.90572,"827","0"
828,1,0,2.47073,-1.90451,"828","0"
829,1,0,2.46775,-1.90331,"829","0"
830,1,0,2.46478,-1.9021,"830","0"
831,1,0,2.46182,-1.9009,"831","0"
832,1,0,2.45886,-1.8997,"832","0"
833,1,0,2.45591,-1.8985,"833","0"
834,1,0,2.45297,-1.8973,"834","0"
835,1,0,2.45003,-1.8961,"835","0"
836,1,0,2.4471,-1.8949,"836","0"
837,1,0,2.44418,-1.89371,"837","0"
838,1,0,2.44126,-1.89252,"838","0"
839,1,0,2.43836,-1.89132,"839","0"
840,1,0,2.43546,-1.89013,"840","0"
841,1,0,2.43256,-1.88894,"841","0"
842,1,0,2.42967,-1.88776,"842","0"
843,1,0,2.42679,-1.88657,"843","0"
844,1,0,2.42392,-1.88539,"844","0"
845,1,0,2.42105,-1.8842,"845","0"
846,1,0,2.41819,-1.88302,"846","0"
847,1,0,2.41534,-1.88184,"847","0"
848,1,0,2.41249,-1.88066,"848","0"
849,1,0,2.40965,-1.87948,"849","0"
850,1,0,2.40682,-1.87831,"850","0"
851,1,0,2.40399,-1.87713,"851","0"
852,1,0,2.40117,-1.87596,"852","0"
853,1,0,2.39836,-1.87479,"853","0"
854,1,0,2.39555,-1.87361,"854","0"
855,1,0,2.39275,-1.87244,"855","0"
856,1,0,2.38996,-1.87128,"856","0"
857,1,0,2.38717,-1.87011,"857","0"
858,1,0,2.38439,-1.86894,"858","0"
859,1,0,2.38162,-1.86778,"859","0"
860,1,0,2.37885,-1.86662,"860","0"
861,1,0,2.37609,-1.86546,"861","0"
862,1,0,2.37333,-1.8643,"862","0"
863,1,0,2.37059,-1.86314,"863","0"
864,1,0,2.36784,-1.86198,"864","0"
865,1,0,2.36511,-1.86082,"865","0"
866,1,0,2.36238,-1.85967,"866","0"
867,1,0,2.35965,-1.85852,"867","0"
868,1,0,2.35694,-1.85736,"868","0"
869,1,0,2.35423,-1.85621,"869","0"
870,1,0,2.35152,-1.85506,"870","0"
871,1,0,2.34882,-1.85391,"871","0"
872,1,0,2.34613,-1.85277,"872","0"
873,1,0,2.34345,-1.85162,"873","0"
874,1,0,2.34077,-1.85048,"874","0"
875,1,0,2.33809,-1.84934,"875","0"
876,1,0,2.33543,-1.84819,"876","0"
877,1,0,2.33276,-1.84705,"877","0"
878,1,0,2.33011,-1.84591,"878","0"
879,1,0,2.32746,-1.84478,"879","0"
880,1,0,2.32482,-1.84364,"880","0"
881,1,0,2.32218,-1.84251,"881","0"
882,1,0,2.31955,-1.84137,"882","0"
883,1,0,2.31692,-1.84024,"883","0"
884,1,0,2.3143,-1.83911,"884","0"
885,1,0,2.31169,-1.83798,"885","0"
886,1,0,2.30908,-1.83685,"886","0"
887,1,0,2.30648,-1.83572,"887","0"
888,1,0,2.30388,-1.8346,"888","0"
889,1,0,2.30129,-1.83347,"889","0"
890,1,0,2.29871,-1.83235,"890","0"
891,1,0,2.29613,-1.83123,"891","0"
892,1,0,2.29356,-1.8301,"892","0"
893,1,0,2.29099,-1.82898,"893","0"
894,1,0,2.28843,-1.82787,"894","0"
895,1,0,2.28587,-1.82675,"895","0"
896,1,0,2.28332,-1.82563,"896","0"
897,1,0,2.28078,-1.82452,"897","0"
898,1,0,2.27824,-1.8234,"898","0"
899,1,0,2.27571,-1.82229,"899","0"
900,1,0,2.27318,-1.82118,"900","0"
901,1,0,2.27066,-1.82007,"901","0"
902,1,0,2.26814,-1.81896,"902","0"
903,1,0,2.26563,-1.81785,"903","0"
904,1,0,2.26313,-1.81675,"904","0"
905,1,0,2.26063,-1.81564,"905","0"
906,1,0,2.25814,-1.81454,"906","0"
907,1,0,2.25565,-1.81344,"907","0"
908,1,0,2.25316,-1.81234,"908","0"
909,1,0,2.25069,-1.81124,"909","0"
910,1,0,2.24822,-1.81014,"910","0"
911,1,0,2.24575,-1.80904,"911","0"
912,1,0,2.24329,-1.80794,"912","0"
913,1,0,2.24083,-1.80685,"913","0"
914,1,0,2.23838,-1.80575,"914","0"
915,1,0,2.23594,-1.80466,"915","0"
916,1,0,2.2335,-1.80357,"916","0"
917,1,0,2.23106,-1.80248,"917","0"
918,1,0,2.22863,-1.80139,"918","0"
919,1,0,2.22621,-1.8003,"919","0"
920,1,0,2.22379,-1.79921,"920","0"
921,1,0,2.22138,-1.79813,"921","0"
922,1,0,2.21897,-1.79704,"922","0"
923,1,0,2.21657,-1.79596,"923","0"
924,1,0,2.21417,-1.79488,"924","0"
925,1,0,2.21178,-1.7938,"925","0"
926,1,0,2.20939,-1.79272,"926","0"
927,1,0,2.20701,-1.79164,"927","0"
928,1,0,2.20463,-1.79056,"928","0"
929,1,0,2.20226,-1.78948,"929","0"
930,1,0,2.19989,-1.78841,"930","0"
931,1,0,2.19753,-1.78733,"931","0"
932,1,0,2.19517,-1.78626,"932","0"
933,1,0,2.19282,-1.78519,"933","0"
934,1,0,2.19048,-1.78412,"934","0"
935,1,0,2.18813,-1.78305,"935","0"
936,1,0,2.1858,-1.78198,"936","0"
937,1,0,2.18347,-1.78091,"937","0"
938,1,0,2.18114,-1.77985,"938","0"
939,1,0,2.17882,-1.77878,"939","0"
940,1,0,2.1765,-1.77772,"940","0"
941,1,0,2.17419,-1.77666,"941","0"
942,1,0,2.17188,-1.77559,"942","0"
943,1,0,2.16958,-1.77453,"943","0"
944,1,0,2.16728,-1.77348,"944","0"
945,1,0,2.16499,-1.77242,"945","0"
946,1,0,2.1627,-1.77136,"946","0"
947,1,0,2.16042,-1.7703,"947","0"
948,1,0,2.15814,-1.76925,"948","0"
949,1,0,2.15587,-1.7682,"949","0"
950,1,0,2.1536,-1.76714,"950","0"
951,1,0,2.15134,-1.76609,"951","0"
952,1,0,2.14908,-1.76504,"952","0"
953,1,0,2.14683,-1.76399,"953","0"
954,1,0,2.14458,-1.76294,"954","0"
955,1,0,2.14233,-1.7619,"955","0"
956,1,0,2.14009,-1.76085,"956","0"
957,1,0,2.13786,-1.75981,"957","0"
958,1,0,2.13563,-1.75876,"958","0"
959,1,0,2.1334,-1.75772,"959","0"
960,1,0,2.13118,-1.75668,"960","0"
961,1,0,2.12897,-1.75564,"961","0"
962,1,0,2.12675,-1.7546,"962","0"
963,1,0,2.12455,-1.75356,"963","0"
964,1,0,2.12234,-1.75252,"964","0"
965,1,0,2.12015,-1.75148,"965","0"
966,1,0,2.11795,-1.75045,"966","0"
967,1,0,2.11576,-1.74942,"967","0"
968,1,0,2.11358,-1.74838,"968","0"
969,1,0,2.1114,-1.74735,"969","0"
970,1,0,2.10922,-1.74632,"970","0"
971,1,0,2.10705,-1.74529,"971","0"
972,1,0,2.10488,-1.74426,"972","0"
973,1,0,2.10272,-1.74323,"973","0"
974,1,0,2.10056,-1.74221,"974","0"
975,1,0,2.09841,-1.74118,"975","0"
976,1,0,2.09626,-1.74016,"976","0"
977,1,0,2.09412,-1.73913,"977","0"
978,1,0,2.09198,-1.73811,"978","0"
979,1,0,2.08984,-1.73709,"979","0"
980,1,0,2.08771,-1.73607,"980","0"
981,1,0,2.08558,-1.73505,"981","0"
982,1,0,2.08346,-1.73403,"982","0"
983,1,0,2.08134,-1.73301,"983","0"
984,1,0,2.07923,-1.732,"984","0"
985,1,0,2.07712,-1.73098,"985","0"
986,1,0,2.07501,-1.72997,"986","0"
987,1,0,2.07291,-1.72895,"987","0"
988,1,0,2.07081,-1.72794,"988","0"
989,1,0,2.06872,-1.72693,"989","0"
990,1,0,2.06663,-1.72592,"990","0"
991,1,0,2.06455,-1.72491,"991","0"
992,1,0,2.06247,-1.7239,"992","0"
993,1,0,2.06039,-1.7229,"993","0"
994,1,0,2.05832,-1.72189,"994","0"
995,1,0,2.05625,-1.72089,"995","0"
996,1,0,2.05419,-1.71988,"996","0"
997,1,0,2.05213,-1.71888,"997","0"
998,1,0,2.05008,-1.71788,"998","0"
999,1,0,2.04802,-1.71688,"999","0"
1000,1,0,2.04598,-1.71588,"1000","0"
1001,1,0,2.04393,-1.71488,"1001","0"
1002,1,0,2.0419,-1.71388,"1002","0"
1003,1,0,2.03986,-1.71288,"1003","0"
1004,1,0,2.03783,-1.71189,"1004","0"
1005,1,0,2.0358,-1.71089,"1005","0"
1006,1,0,2.03378,-1.7099,"1006","0"
1007,1,0,2.03176,-1.7089,"1007","0"
1008,1,0,2.02975,-1.70791,"1008","0"
1009,1,0,2.02774,-1.70692,"1009","0"
1010,1,0,2.02573,-1.70593,"1010","0"
1011,1,0,2.02373,-1.70494,"1011","0"
1012,1,0,2.02173,-1.70395,"1012","0"
1013,1,0,2.01973,-1.70297,"1013","0"
1014,1,0,2.01774,-1.70198,"1014","0"
1015,1,0,2.01576,-1.70099,"1015","0"
1016,1,0,2.01377,-1.70001,"1016","0"
1017,1,0,2.01179,-1.69903,"1017","0"
1018,1,0,2.00982,-1.69804,"1018","0"
1019,1,0,2.00785,-1.69706,"1019","0"
1020,1,0,2.00588,-1.69608,"1020","0"
1021,1,0,2.00392,-1.6951,"1021","0"
1022,1,0,2.00196,-1.69412,"1022","0"
1023,1,0,2,-1.69315,"1023","0"
1024,1,0,1.99805,-1.69217,"1024","0"
1025,1,0,1.9961,-1.6912,"1025","0"
1026,1,0,1.99416,-1.69022,"1026","0"
1027,1,0,1.99221,-1.68925,"1027","0"
1028,1,0,1.99028,-1.68827,"1028","0"
1029,1,0,1.98834,-1.6873,"1029","0"
1030,1,0,1.98641,-1.68633,"1030","0"
1031,1,0,1.98449,-1.68536,"1031","0"
1032,1,0,1.98257,-1.68439,"1032","0"
1033,1,0,1.98065,-1.68342,"1033","0"
1034,1,0,1.97873,-1.68246,"1034","0"
1035,1,0,1.97682,-1.68149,"1035","0"
1036,1,0,1.97492,-1.68053,"1036","0"
1037,1,0,1.97301,-1.67956,"1037","0"
1038,1,0,1.97111,-1.6786,"1038","0"
1039,1,0,1.96922,-1.67764,"1039","0"
1040,1,0,1.96732,-1.67667,"1040","0"
1041,1,0,1.96543,-1.67571,"1041","0"
1042,1,0,1.96355,-1.67475,"1042","0"
1043,1,0,1.96167,-1.6738,"1043","0"
1044,1,0,1.95979,-1.67284,"1044","0"
1045,1,0,1.95792,-1.67188,"1045","0"
1046,1,0,1.95604,-1.67092,"1046","0"
1047,1,0,1.95418,-1.66997,"1047","0"
1048,1,0,1.95231,-1.66901,"1048","0"
1049,1,0,1.95045,-1.66806,"1049","0"
1050,1,0,1.9486,-1.66711,"1050","0"
1051,1,0,1.94674,-1.66616,"1051","0"
1052,1,0,1.94397,-1.66473,"1052","0"
1053,1,0,1.94028,-1.66284,"1053","0"
1054,1,0,1.93661,-1.66094,"1054","0"
1055,1,0,1.93296,-1.65905,"1055","0"
1056,1,0,1.92931,-1.65716,"1056","0"
1057,1,0,1.92568,-1.65528,"1057","0"
1058,1,0,1.92207,-1.6534,"1058","0"
1059,1,0,1.91846,-1.65153,"1059","0"
1060,1,0,1.91487,-1.64965,"1060","0"
1061,1,0,1.9113,-1.64778,"1061","0"
1062,1,0,1.90774,-1.64592,"1062","0"
1063,1,0,1.90419,-1.64406,"1063","0"
1064,1,0,1.90065,-1.6422,"1064","0"
1065,1,0,1.89713,-1.64034,"1065","0"
1066,1,0,1.89362,-1.63849,"1066","0"
1067,1,0,1.89012,-1.63664,"1067","0"
1068,1,0,1.88664,-1.6348,"1068","0"
1069,1,0,1.88317,-1.63295,"1069","0"
1070,1,0,1.87971,-1.63112,"1070","0"
1071,1,0,1.87626,-1.62928,"1071","0"
1072,1,0,1.87283,-1.62745,"1072","0"
1073,1,0,1.86941,-1.62562,"1073","0"
1074,1,0,1.866,-1.6238,"1074","0"
1075,1,0,1.8626,-1.62198,"1075","0"
1076,1,0,1.85922,-1.62016,"1076","0"
1077,1,0,1.85585,-1.61834,"1077","0"
1078,1,0,1.85249,-1.61653,"1078","0"
1079,1,0,1.84914,-1.61472,"1079","0"
1080,1,0,1.84581,-1.61292,"1080","0"
1081,1,0,1.84248,-1.61112,"1081","0"
1082,1,0,1.83917,-1.60932,"1082","0"
1083,1,0,1.83587,-1.60752,"1083","0"
1084,1,0,1.83259,-1.60573,"1084","0"
1085,1,0,1.82931,-1.60394,"1085","0"
1086,1,0,1.82605,-1.60215,"1086","0"
1087,1,0,1.8228,-1.60037,"1087","0"
1088,1,0,1.81956,-1.59859,"1088","0"
1089,1,0,1.81633,-1.59682,"1089","0"
1090,1,0,1.81311,-1.59504,"1090","0"
1091,1,0,1.8099,-1.59327,"1091","0"
1092,1,0,1.80671,-1.59151,"1092","0"
1093,1,0,1.80352,-1.58974,"1093","0"
1094,1,0,1.80035,-1.58798,"1094","0"
1095,1,0,1.79719,-1.58623,"1095","0"
1096,1,0,1.79404,-1.58447,"1096","0"
1097,1,0,1.7909,-1.58272,"1097","0"
1098,1,0,1.78777,-1.58097,"1098","0"
1099,1,0,1.78466,-1.57923,"1099","0"
1100,1,0,1.78155,-1.57748,"1100","0"
1101,1,0,1.77845,-1.57574,"1101","0"
1102,1,0,1.77537,-1.57401,"1102","0"
1103,1,0,1.77229,-1.57228,"1103","0"
1104,1,0,1.76923,-1.57055,"1104","0"
1105,1,0,1.76618,-1.56882,"1105","0"
1106,1,0,1.76314,-1.56709,"1106","0"
1107,1,0,1.7601,-1.56537,"1107","0"
1108,1,0,1.75708,-1.56365,"1108","0"
1109,1,0,1.75407,-1.56194,"1109","0"
1110,1,0,1.75107,-1.56023,"1110","0"
1111,1,0,1.74808,-1.55852,"1111","0"
1112,1,0,1.7451,-1.55681,"1112","0"
1113,1,0,1.74213,-1.55511,"1113","0"
1114,1,0,1.73917,-1.55341,"1114","0"
1115,1,0,1.73622,-1.55171,"1115","0"
1116,1,0,1.73328,-1.55001,"1116","0"
1117,1,0,1.73035,-1.54832,"1117","0"
1118,1,0,1.72743,-1.54663,"1118","0"
1119,1,0,1.72452,-1.54495,"1119","0"
1120,1,0,1.72162,-1.54326,"1120","0"
1121,1,0,1.71872,-1.54158,"1121","0"
1122,1,0,1.71584,-1.5399,"1122","0"
1123,1,0,1.71297,-1.53823,"1123","0"
1124,1,0,1.71011,-1.53656,"1124","0"
1125,1,0,1.70726,-1.53489,"1125","0"
1126,1,0,1.70441,-1.53322,"1126","0"
1127,1,0,1.70158,-1.53156,"1127","0"
1128,1,0,1.69876,-1.5299,"1128","0"
1129,1,0,1.69594,-1.52824,"1129","0"
1130,1,0,1.69314,-1.52658,"1130","0"
1131,1,0,1.69034,-1.52493,"1131","0"
1132,1,0,1.68755,-1.52328,"1132","0"
1133,1,0,1.68477,-1.52163,"1133","0"
1134,1,0,1.68201,-1.51999,"1134","0"
1135,1,0,1.67925,-1.51835,"1135","0"
1136,1,0,1.6765,-1.51671,"1136","0"
1137,1,0,1.67375,-1.51507,"1137","0"
1138,1,0,1.67102,-1.51344,"1138","0"
1139,1,0,1.6683,-1.5118,"1139","0"
1140,1,0,1.66558,-1.51018,"1140","0"
1141,1,0,1.66288,-1.50855,"1141","0"
1142,1,0,1.66018,-1.50693,"1142","0"
1143,1,0,1.65749,-1.5053,"1143","0"
1144,1,0,1.65481,-1.50369,"1144","0"
1145,1,0,1.65214,-1.50207,"1145","0"
1146,1,0,1.64948,-1.50046,"1146","0"
1147,1,0,1.64682,-1.49885,"1147","0"
1148,1,0,1.64418,-1.49724,"1148","0"
1149,1,0,1.64154,-1.49564,"1149","0"
1150,1,0,1.63891,-1.49403,"1150","0"
1151,1,0,1.63629,-1.49243,"1151","0"
1152,1,0,1.63368,-1.49084,"1152","0"
1153,1,0,1.63108,-1.48924,"1153","0"
1154,1,0,1.62848,-1.48765,"1154","0"
1155,1,0,1.62589,-1.48606,"1155","0"
1156,1,0,1.62332,-1.48447,"1156","0"
1157,1,0,1.62074,-1.48289,"1157","0"
1158,1,0,1.61818,-1.4813,"1158","0"
1159,1,0,1.61563,-1.47972,"1159","0"
1160,1,0,1.61308,-1.47815,"1160","0"
1161,1,0,1.61054,-1.47657,"1161","0"
1162,1,0,1.60801,-1.475,"1162","0"
1163,1,0,1.60549,-1.47343,"1163","0"
1164,1,0,1.60298,-1.47186,"1164","0"
1165,1,0,1.60047,-1.4703,"1165","0"
1166,1,0,1.59797,-1.46873,"1166","0"
1167,1,0,1.59548,-1.46717,"1167","0"
1168,1,0,1.593,-1.46562,"1168","0"
1169,1,0,1.59052,-1.46406,"1169","0"
1170,1,0,1.58805,-1.46251,"1170","0"
1171,1,0,1.58559,-1.46096,"1171","0"
1172,1,0,1.58314,-1.45941,"1172","0"
1173,1,0,1.5807,-1.45787,"1173","0"
1174,1,0,1.57826,-1.45632,"1174","0"
1175,1,0,1.57583,-1.45478,"1175","0"
1176,1,0,1.57341,-1.45324,"1176","0"
1177,1,0,1.57099,-1.45171,"1177","0"
1178,1,0,1.56858,-1.45017,"1178","0"
1179,1,0,1.56618,-1.44864,"1179","0"
1180,1,0,1.56379,-1.44711,"1180","0"
1181,1,0,1.5614,-1.44559,"1181","0"
1182,1,0,1.55903,-1.44406,"1182","0"
1183,1,0,1.55665,-1.44254,"1183","0"
1184,1,0,1.55429,-1.44102,"1184","0"
1185,1,0,1.55193,-1.4395,"1185","0"
1186,1,0,1.54958,-1.43799,"1186","0"
1187,1,0,1.54724,-1.43647,"1187","0"
1188,1,0,1.54491,-1.43496,"1188","0"
1189,1,0,1.54258,-1.43346,"1189","0"
1190,1,0,1.54026,-1.43195,"1190","0"
1191,1,0,1.53794,-1.43045,"1191","0"
1192,1,0,1.53563,-1.42894,"1192","0"
1193,1,0,1.53333,-1.42744,"1193","0"
