Order,a,b,c,RangeStart,RangeEnd
1,0,1.1179,0.223633,0.199316,0.200782
1,0,1.11383,0.224451,0.200782,0.202247
1,0,1.1098,0.225265,0.202247,0.203713
1,0,1.10581,0.226077,0.203713,0.205178
1,0,1.10187,0.226886,0.205178,0.206644
1,0,1.09797,0.227692,0.206644,0.208109
1,0,1.09411,0.228495,0.208109,0.209575
1,0,1.09029,0.229296,0.209575,0.211041
1,0,1.08651,0.230093,0.211041,0.212506
1,0,1.08277,0.230888,0.212506,0.213972
1,0,1.07907,0.23168,0.213972,0.215437
1,0,1.07541,0.232469,0.215437,0.216903
1,0,1.07178,0.233256,0.216903,0.218368
1,0,1.06819,0.23404,0.218368,0.219834
1,0,1.06463,0.234822,0.219834,0.221299
1,0,1.06112,0.235601,0.221299,0.222765
1,0,1.05763,0.236377,0.222765,0.224231
1,0,1.05418,0.237151,0.224231,0.225696
1,0,1.05076,0.237922,0.225696,0.227162
1,0,1.04738,0.238691,0.227162,0.228627
1,0,1.04403,0.239457,0.228627,0.230093
1,0,1.04071,0.240221,0.230093,0.231558
1,0,1.03742,0.240982,0.231558,0.233024
1,0,1.03416,0.241741,0.233024,0.234489
1,0,1.03094,0.242498,0.234489,0.235955
1,0,1.02774,0.243252,0.235955,0.237421
1,0,1.02457,0.244004,0.237421,0.238886
1,0,1.02143,0.244754,0.238886,0.240352
1,0,1.01832,0.245501,0.240352,0.241817
1,0,1.01524,0.246246,0.241817,0.243283
1,0,1.01219,0.246989,0.243283,0.244748
1,0,1.00916,0.247729,0.244748,0.246214
1,0,1.00616,0.248468,0.246214,0.24768
1,0,1.00319,0.249204,0.24768,0.249145
1,0,1.00025,0.249938,0.249145,0.250611
1,0,0.997325,0.25067,0.250611,0.252076
1,0,0.99443,0.2514,0.252076,0.253542
1,0,0.99156,0.252127,0.253542,0.255007
1,0,0.988715,0.252853,0.255007,0.256473
1,0,0.985894,0.253576,0.256473,0.257938
1,0,0.983097,0.254298,0.257938,0.259404
1,0,0.980324,0.255017,0.259404,0.26087
1,0,0.977574,0.255735,0.26087,0.262335
1,0,0.974847,0.25645,0.262335,0.263801
1,0,0.972143,0.257163,0.263801,0.265266
1,0,0.969461,0.257875,0.265266,0.266732
1,0,0.966801,0.258584,0.266732,0.268197
1,0,0.964163,0.259292,0.268197,0.269663
1,0,0.961547,0.259997,0.269663,0.271128
1,0,0.958952,0.260701,0.271128,0.272594
1,0,0.956377,0.261403,0.272594,0.27406
1,0,0.953824,0.262103,0.27406,0.275525
1,0,0.95129,0.262801,0.275525,0.276991
1,0,0.948777,0.263497,0.276991,0.278456
1,0,0.946283,0.264191,0.278456,0.279922
1,0,0.943809,0.264884,0.279922,0.281387
1,0,0.941355,0.265574,0.281387,0.282853
1,0,0.938919,0.266263,0.282853,0.284319
1,0,0.936502,0.26695,0.284319,0.285784
1,0,0.934104,0.267636,0.285784,0.28725
1,0,0.931724,0.268319,0.28725,0.288715
1,0,0.929362,0.269001,0.288715,0.290181
1,0,0.927018,0.269681,0.290181,0.291646
1,0,0.924692,0.27036,0.291646,0.293112
1,0,0.922383,0.271037,0.293112,0.294577
1,0,0.920092,0.271712,0.294577,0.296043
1,0,0.917817,0.272385,0.296043,0.297509
1,0,0.915559,0.273057,0.297509,0.298974
1,0,0.913318,0.273727,0.298974,0.30044
1,0,0.911093,0.274395,0.30044,0.301905
1,0,0.908884,0.275062,0.301905,0.303371
1,0,0.906692,0.275727,0.303371,0.304836
1,0,0.904515,0.276391,0.304836,0.306302
1,0,0.902353,0.277053,0.306302,0.307767
1,0,0.900207,0.277713,0.307767,0.309233
1,0,0.898077,0.278372,0.309233,0.310699
1,0,0.895961,0.27903,0.310699,0.312164
1,0,0.89386,0.279685,0.312164,0.31363
1,0,0.891774,0.28034,0.31363,0.315095
1,0,0.889703,0.280992,0.315095,0.316561
1,0,0.887646,0.281644,0.316561,0.318026
1,0,0.885603,0.282293,0.318026,0.319492
1,0,0.883574,0.282941,0.319492,0.320958
1,0,0.881559,0.283588,0.320957,0.322423
1,0,0.879558,0.284233,0.322423,0.323889
1,0,0.87757,0.284877,0.323889,0.325354
1,0,0.875596,0.28552,0.325354,0.32682
1,0,0.873635,0.28616,0.32682,0.328285
1,0,0.871687,0.2868,0.328285,0.329751
1,0,0.869752,0.287438,0.329751,0.331216
1,0,0.86783,0.288075,0.331216,0.332682
1,0,0.86592,0.28871,0.332682,0.334148
1,0,0.864023,0.289344,0.334148,0.335613
1,0,0.862139,0.289976,0.335613,0.337079
1,0,0.860267,0.290607,0.337079,0.338544
1,0,0.858407,0.291237,0.338544,0.34001
1,0,0.856559,0.291865,0.34001,0.341475
1,0,0.854722,0.292492,0.341475,0.342941
1,0,0.852898,0.293118,0.342941,0.344406
1,0,0.851085,0.293742,0.344406,0.345872
1,0,0.849284,0.294365,0.345872,0.347338
1,0,0.847494,0.294987,0.347338,0.348803
1,0,0.845716,0.295607,0.348803,0.350269
1,0,0.843948,0.296226,0.350269,0.351734
1,0,0.842192,0.296844,0.351734,0.3532
1,0,0.840446,0.297461,0.3532,0.354665
1,0,0.838712,0.298076,0.354665,0.356131
1,0,0.836988,0.29869,0.356131,0.357596
1,0,0.835274,0.299303,0.357596,0.359062
1,0,0.833571,0.299914,0.359062,0.360528
1,0,0.831879,0.300524,0.360528,0.361993
1,0,0.830197,0.301133,0.361993,0.363459
1,0,0.828524,0.301741,0.363459,0.364924
1,0,0.826862,0.302347,0.364924,0.36639
1,0,0.82521,0.302953,0.36639,0.367855
1,0,0.823568,0.303557,0.367855,0.369321
1,0,0.821936,0.30416,0.369321,0.370787
1,0,0.820313,0.304761,0.370787,0.372252
1,0,0.8187,0.305362,0.372252,0.373718
1,0,0.817096,0.305961,0.373718,0.375183
1,0,0.815502,0.306559,0.375183,0.376649
1,0,0.813917,0.307157,0.376649,0.378114
1,0,0.812341,0.307752,0.378114,0.37958
1,0,0.810774,0.308347,0.37958,0.381045
1,0,0.809216,0.308941,0.381045,0.382511
1,0,0.807668,0.309533,0.382511,0.383977
1,0,0.806128,0.310124,0.383977,0.385442
1,0,0.804597,0.310714,0.385442,0.386908
1,0,0.803074,0.311303,0.386908,0.388373
1,0,0.80156,0.311891,0.388373,0.389839
1,0,0.800055,0.312478,0.389839,0.391304
1,0,0.798558,0.313064,0.391304,0.39277
1,0,0.79707,0.313649,0.39277,0.394235
1,0,0.79559,0.314232,0.394235,0.395701
1,0,0.794118,0.314815,0.395701,0.397167
1,0,0.792654,0.315396,0.397167,0.398632
1,0,0.791198,0.315976,0.398632,0.400098
1,0,0.78975,0.316555,0.400098,0.401563
1,0,0.78831,0.317134,0.401563,0.403029
1,0,0.786878,0.317711,0.403029,0.404494
1,0,0.785454,0.318287,0.404494,0.40596
1,0,0.784038,0.318862,0.40596,0.407426
1,0,0.782629,0.319436,0.407425,0.408891
1,0,0.781228,0.320009,0.408891,0.410357
1,0,0.779834,0.320581,0.410357,0.411822
1,0,0.778447,0.321152,0.411822,0.413288
1,0,0.777068,0.321722,0.413288,0.414753
1,0,0.775697,0.322291,0.414753,0.416219
1,0,0.774332,0.322859,0.416219,0.417684
1,0,0.772975,0.323426,0.417684,0.41915
1,0,0.771625,0.323991,0.41915,0.420616
1,0,0.770282,0.324556,0.420616,0.422081
1,0,0.768945,0.32512,0.422081,0.423547
1,0,0.767616,0.325683,0.423547,0.425012
1,0,0.766294,0.326245,0.425012,0.426478
1,0,0.764978,0.326806,0.426478,0.427943
1,0,0.76367,0.327366,0.427943,0.429409
1,0,0.762368,0.327926,0.429409,0.430874
1,0,0.761072,0.328484,0.430874,0.43234
1,0,0.759783,0.329041,0.43234,0.433806
1,0,0.758501,0.329597,0.433806,0.435271
1,0,0.757225,0.330153,0.435271,0.436737
1,0,0.755956,0.330707,0.436737,0.438202
1,0,0.754693,0.331261,0.438202,0.439668
1,0,0.753436,0.331813,0.439668,0.441133
1,0,0.752185,0.332365,0.441133,0.442599
1,0,0.750941,0.332915,0.442599,0.444064
1,0,0.749703,0.333465,0.444064,0.44553
1,0,0.748471,0.334014,0.44553,0.446996
1,0,0.747245,0.334562,0.446996,0.448461
1,0,0.746025,0.335109,0.448461,0.449927
1,0,0.744811,0.335656,0.449927,0.451392
1,0,0.743603,0.336201,0.451392,0.452858
1,0,0.7424,0.336745,0.452858,0.454323
1,0,0.741204,0.337289,0.454323,0.455789
1,0,0.740013,0.337832,0.455789,0.457255
1,0,0.738828,0.338373,0.457255,0.45872
1,0,0.737649,0.338914,0.45872,0.460186
1,0,0.736475,0.339455,0.460186,0.461651
1,0,0.735307,0.339994,0.461651,0.463117
1,0,0.734145,0.340532,0.463117,0.464582
1,0,0.732987,0.34107,0.464582,0.466048
1,0,0.731836,0.341606,0.466048,0.467513
1,0,0.73069,0.342142,0.467513,0.468979
1,0,0.729549,0.342677,0.468979,0.470445
1,0,0.728413,0.343211,0.470445,0.47191
1,0,0.727283,0.343745,0.47191,0.473376
1,0,0.726158,0.344277,0.473376,0.474841
1,0,0.725039,0.344809,0.474841,0.476307
1,0,0.723924,0.34534,0.476307,0.477772
1,0,0.722814,0.34587,0.477772,0.479238
1,0,0.72171,0.346399,0.479238,0.480703
1,0,0.720611,0.346928,0.480703,0.482169
1,0,0.719516,0.347455,0.482169,0.483635
1,0,0.718427,0.347982,0.483635,0.4851
1,0,0.717343,0.348508,0.4851,0.486566
1,0,0.716263,0.349034,0.486566,0.488031
1,0,0.715188,0.349558,0.488031,0.489497
1,0,0.714119,0.350082,0.489497,0.490962
1,0,0.713054,0.350605,0.490962,0.492428
1,0,0.711993,0.351127,0.492428,0.493894
1,0,0.710938,0.351648,0.493894,0.495359
1,0,0.709887,0.352169,0.495359,0.496825
1,0,0.708841,0.352688,0.496825,0.49829
1,0,0.707799,0.353208,0.49829,0.499756
1,0,0.706762,0.353726,0.499756,0.501221
1,0,0.705729,0.354243,0.501221,0.502687
1,0,0.704701,0.35476,0.502687,0.504152
1,0,0.703678,0.355276,0.504152,0.505618
1,0,0.702659,0.355791,0.505618,0.507084
1,0,0.701644,0.356306,0.507084,0.508549
1,0,0.700634,0.35682,0.508549,0.510015
1,0,0.699628,0.357333,0.510015,0.51148
1,0,0.698626,0.357845,0.51148,0.512946
1,0,0.697629,0.358357,0.512946,0.514411
1,0,0.696636,0.358867,0.514411,0.515877
1,0,0.695647,0.359378,0.515877,0.517342
1,0,0.694662,0.359887,0.517342,0.518808
1,0,0.693682,0.360396,0.518808,0.520274
1,0,0.692705,0.360904,0.520274,0.521739
1,0,0.691733,0.361411,0.521739,0.523205
1,0,0.690765,0.361917,0.523205,0.52467
1,0,0.689801,0.362423,0.52467,0.526136
1,0,0.688841,0.362928,0.526136,0.527601
1,0,0.687885,0.363433,0.527601,0.529067
1,0,0.686933,0.363936,0.529067,0.530532
1,0,0.685985,0.364439,0.530532,0.531998
1,0,0.68504,0.364942,0.531998,0.533464
1,0,0.6841,0.365443,0.533464,0.534929
1,0,0.683164,0.365944,0.534929,0.536395
1,0,0.682231,0.366445,0.536395,0.53786
1,0,0.681302,0.366944,0.53786,0.539326
1,0,0.680377,0.367443,0.539326,0.540791
1,0,0.679456,0.367941,0.540791,0.542257
1,0,0.678538,0.368439,0.542257,0.543723
1,0,0.677624,0.368936,0.543723,0.545188
1,0,0.676714,0.369432,0.545188,0.546654
1,0,0.675808,0.369928,0.546654,0.548119
1,0,0.674905,0.370422,0.548119,0.549585
1,0,0.674005,0.370917,0.549585,0.55105
1,0,0.67311,0.37141,0.55105,0.552516
1,0,0.672218,0.371903,0.552516,0.553981
1,0,0.671329,0.372395,0.553981,0.555447
1,0,0.670444,0.372887,0.555447,0.556913
1,0,0.669562,0.373378,0.556913,0.558378
1,0,0.668684,0.373868,0.558378,0.559844
1,0,0.66781,0.374358,0.559844,0.561309
1,0,0.666938,0.374847,0.561309,0.562775
1,0,0.666071,0.375335,0.562775,0.56424
1,0,0.665206,0.375823,0.56424,0.565706
1,0,0.664345,0.37631,0.565706,0.567171
1,0,0.663487,0.376797,0.567171,0.568637
1,0,0.662633,0.377283,0.568637,0.570103
1,0,0.661782,0.377768,0.570103,0.571568
1,0,0.660934,0.378253,0.571568,0.573034
1,0,0.660089,0.378737,0.573034,0.574499
1,0,0.659248,0.37922,0.574499,0.575965
1,0,0.658409,0.379703,0.575965,0.57743
1,0,0.657574,0.380185,0.57743,0.578896
1,0,0.656743,0.380667,0.578896,0.580362
1,0,0.655914,0.381147,0.580362,0.581827
1,0,0.655088,0.381628,0.581827,0.583293
1,0,0.654266,0.382108,0.583293,0.584758
1,0,0.653446,0.382587,0.584758,0.586224
1,0,0.65263,0.383065,0.586224,0.587689
1,0,0.651817,0.383543,0.587689,0.589155
1,0,0.651007,0.38402,0.589155,0.59062
1,0,0.650199,0.384497,0.59062,0.592086
1,0,0.649395,0.384973,0.592086,0.593552
1,0,0.648594,0.385449,0.593552,0.595017
1,0,0.647796,0.385924,0.595017,0.596483
1,0,0.647,0.386398,0.596483,0.597948
1,0,0.646208,0.386872,0.597948,0.599414
1,0,0.645419,0.387345,0.599414,0.600879
1,0,0.644632,0.387818,0.600879,0.602345
1,0,0.643848,0.38829,0.602345,0.60381
1,0,0.643067,0.388762,0.60381,0.605276
1,0,0.642289,0.389233,0.605276,0.606742
1,0,0.641514,0.389703,0.606742,0.608207
1,0,0.640742,0.390173,0.608207,0.609673
1,0,0.639972,0.390642,0.609673,0.611138
1,0,0.639205,0.391111,0.611138,0.612604
1,0,0.638441,0.391579,0.612604,0.614069
1,0,0.637679,0.392046,0.614069,0.615535
1,0,0.636921,0.392513,0.615535,0.617
1,0,0.636165,0.39298,0.617,0.618466
1,0,0.635411,0.393446,0.618466,0.619932
1,0,0.634661,0.393911,0.619932,0.621397
1,0,0.633913,0.394376,0.621397,0.622863
1,0,0.633167,0.39484,0.622863,0.624328
1,0,0.632425,0.395304,0.624328,0.625794
1,0,0.631685,0.395767,0.625794,0.627259
1,0,0.630947,0.39623,0.627259,0.628725
1,0,0.630212,0.396692,0.628725,0.630191
1,0,0.62948,0.397153,0.630191,0.631656
1,0,0.62875,0.397614,0.631656,0.633122
1,0,0.628023,0.398075,0.633122,0.634587
1,0,0.627298,0.398535,0.634587,0.636053
1,0,0.626576,0.398994,0.636053,0.637518
1,0,0.625856,0.399453,0.637518,0.638984
1,0,0.625138,0.399911,0.638984,0.640449
1,0,0.624424,0.400369,0.640449,0.641915
1,0,0.623711,0.400826,0.641915,0.643381
1,0,0.623001,0.401283,0.643381,0.644846
1,0,0.622294,0.401739,0.644846,0.646312
1,0,0.621589,0.402195,0.646312,0.647777
1,0,0.620886,0.40265,0.647777,0.649243
1,0,0.620185,0.403105,0.649243,0.650708
1,0,0.619487,0.403559,0.650708,0.652174
1,0,0.618792,0.404013,0.652174,0.653639
1,0,0.618098,0.404466,0.653639,0.655105
1,0,0.617407,0.404919,0.655105,0.656571
1,0,0.616719,0.405371,0.656571,0.658036
1,0,0.616032,0.405823,0.658036,0.659502
1,0,0.615348,0.406274,0.659502,0.660967
1,0,0.614666,0.406725,0.660967,0.662433
1,0,0.613987,0.407175,0.662433,0.663898
1,0,0.61331,0.407624,0.663898,0.665364
1,0,0.612634,0.408074,0.665364,0.66683
1,0,0.611962,0.408522,0.66683,0.668295
1,0,0.611291,0.40897,0.668295,0.669761
1,0,0.610623,0.409418,0.669761,0.671226
1,0,0.609956,0.409865,0.671226,0.672692
1,0,0.609292,0.410312,0.672692,0.674157
1,0,0.60863,0.410758,0.674157,0.675623
1,0,0.607971,0.411204,0.675623,0.677088
1,0,0.607313,0.411649,0.677088,0.678554
1,0,0.606657,0.412094,0.678554,0.68002
1,0,0.606004,0.412538,0.68002,0.681485
1,0,0.605353,0.412982,0.681485,0.682951
1,0,0.604704,0.413426,0.682951,0.684416
1,0,0.604056,0.413868,0.684416,0.685882
1,0,0.603411,0.414311,0.685882,0.687347
1,0,0.602769,0.414753,0.687347,0.688813
1,0,0.602128,0.415194,0.688813,0.690278
1,0,0.601489,0.415635,0.690278,0.691744
1,0,0.600852,0.416076,0.691744,0.69321
1,0,0.600217,0.416516,0.69321,0.694675
1,0,0.599584,0.416955,0.694675,0.696141
1,0,0.598953,0.417395,0.696141,0.697606
1,0,0.598325,0.417833,0.697606,0.699072
1,0,0.597698,0.418271,0.699072,0.700537
1,0,0.597073,0.418709,0.700537,0.702003
1,0,0.59645,0.419146,0.702003,0.703468
1,0,0.595829,0.419583,0.703468,0.704934
1,0,0.59521,0.42002,0.704934,0.7064
1,0,0.594593,0.420456,0.7064,0.707865
1,0,0.593978,0.420891,0.707865,0.709331
1,0,0.593364,0.421326,0.709331,0.710796
1,0,0.592753,0.421761,0.710796,0.712262
1,0,0.592143,0.422195,0.712262,0.713727
1,0,0.591536,0.422629,0.713727,0.715193
1,0,0.59093,0.423062,0.715193,0.716659
1,0,0.590326,0.423495,0.716659,0.718124
1,0,0.589724,0.423927,0.718124,0.71959
1,0,0.589124,0.424359,0.71959,0.721055
1,0,0.588525,0.42479,0.721055,0.722521
1,0,0.587929,0.425221,0.722521,0.723986
1,0,0.587334,0.425652,0.723986,0.725452
1,0,0.586741,0.426082,0.725452,0.726917
1,0,0.58615,0.426512,0.726917,0.728383
1,0,0.585561,0.426941,0.728383,0.729849
1,0,0.584973,0.42737,0.729849,0.731314
1,0,0.584387,0.427799,0.731314,0.73278
1,0,0.583803,0.428227,0.73278,0.734245
1,0,0.583221,0.428654,0.734245,0.735711
1,0,0.58264,0.429081,0.735711,0.737176
1,0,0.582061,0.429508,0.737176,0.738642
1,0,0.581484,0.429934,0.738642,0.740107
1,0,0.580909,0.43036,0.740107,0.741573
1,0,0.580335,0.430786,0.741573,0.743039
1,0,0.579763,0.431211,0.743039,0.744504
1,0,0.579192,0.431635,0.744504,0.74597
1,0,0.578624,0.43206,0.74597,0.747435
1,0,0.578057,0.432483,0.747435,0.748901
1,0,0.577491,0.432907,0.748901,0.750366
1,0,0.576928,0.43333,0.750366,0.751832
1,0,0.576366,0.433752,0.751832,0.753298
1,0,0.575805,0.434174,0.753298,0.754763
1,0,0.575247,0.434596,0.754763,0.756229
1,0,0.574689,0.435017,0.756229,0.757694
1,0,0.574134,0.435438,0.757694,0.75916
1,0,0.57358,0.435859,0.75916,0.760625
1,0,0.573028,0.436279,0.760625,0.762091
1,0,0.572477,0.436699,0.762091,0.763556
1,0,0.571928,0.437118,0.763556,0.765022
1,0,0.57138,0.437537,0.765022,0.766488
1,0,0.570834,0.437955,0.766488,0.767953
1,0,0.57029,0.438374,0.767953,0.769419
1,0,0.569747,0.438791,0.769419,0.770884
1,0,0.569206,0.439209,0.770884,0.77235
1,0,0.568666,0.439625,0.77235,0.773815
1,0,0.568128,0.440042,0.773815,0.775281
1,0,0.567591,0.440458,0.775281,0.776746
1,0,0.567056,0.440874,0.776746,0.778212
1,0,0.566522,0.441289,0.778212,0.779678
1,0,0.56599,0.441704,0.779678,0.781143
1,0,0.565459,0.442119,0.781143,0.782609
1,0,0.56493,0.442533,0.782609,0.784074
1,0,0.564402,0.442947,0.784074,0.78554
1,0,0.563876,0.44336,0.78554,0.787005
1,0,0.563351,0.443773,0.787005,0.788471
1,0,0.562828,0.444186,0.788471,0.789936
1,0,0.562306,0.444598,0.789936,0.791402
1,0,0.561785,0.44501,0.791402,0.792868
1,0,0.561266,0.445421,0.792868,0.794333
1,0,0.560749,0.445832,0.794333,0.795799
1,0,0.560233,0.446243,0.795799,0.797264
1,0,0.559718,0.446653,0.797264,0.79873
1,0,0.559205,0.447063,0.79873,0.800195
1,0,0.558693,0.447473,0.800195,0.801661
1,0,0.558183,0.447882,0.801661,0.803127
1,0,0.557674,0.448291,0.803127,0.804592
1,0,0.557166,0.448699,0.804592,0.806058
1,0,0.55666,0.449107,0.806058,0.807523
1,0,0.556155,0.449515,0.807523,0.808989
1,0,0.555651,0.449923,0.808989,0.810454
1,0,0.555149,0.450329,0.810454,0.81192
1,0,0.554648,0.450736,0.81192,0.813385
1,0,0.554149,0.451142,0.813385,0.814851
1,0,0.553651,0.451548,0.814851,0.816317
1,0,0.553154,0.451954,0.816317,0.817782
1,0,0.552658,0.452359,0.817782,0.819248
1,0,0.552164,0.452764,0.819248,0.820713
1,0,0.551671,0.453168,0.820713,0.822179
1,0,0.55118,0.453572,0.822179,0.823644
1,0,0.55069,0.453976,0.823644,0.82511
1,0,0.550201,0.454379,0.82511,0.826575
1,0,0.549713,0.454782,0.826575,0.828041
1,0,0.549227,0.455185,0.828041,0.829507
1,0,0.548742,0.455587,0.829507,0.830972
1,0,0.548259,0.455989,0.830972,0.832438
