Order,a,b,c,RangeStart,RangeEnd
1,0,0.547776,0.456391,0.832438,0.833903
1,0,0.547295,0.456792,0.833903,0.835369
1,0,0.546815,0.457193,0.835369,0.836834
1,0,0.546337,0.457593,0.836834,0.8383
1,0,0.545859,0.457994,0.8383,0.839766
1,0,0.545383,0.458393,0.839766,0.841231
1,0,0.544908,0.458793,0.841231,0.842697
1,0,0.544435,0.459192,0.842697,0.844162
1,0,0.543962,0.459591,0.844162,0.845628
1,0,0.543491,0.459989,0.845628,0.847093
1,0,0.543021,0.460387,0.847093,0.848559
1,0,0.542552,0.460785,0.848559,0.850024
1,0,0.542085,0.461182,0.850024,0.85149
1,0,0.541618,0.461579,0.85149,0.852956
1,0,0.541153,0.461976,0.852956,0.854421
1,0,0.540689,0.462373,0.854421,0.855887
1,0,0.540227,0.462769,0.855887,0.857352
1,0,0.539765,0.463164,0.857352,0.858818
1,0,0.539305,0.46356,0.858818,0.860283
1,0,0.538846,0.463955,0.860283,0.861749
1,0,0.538388,0.464349,0.861749,0.863214
1,0,0.537931,0.464744,0.863214,0.86468
1,0,0.537475,0.465138,0.86468,0.866146
1,0,0.537021,0.465531,0.866146,0.867611
1,0,0.536567,0.465925,0.867611,0.869077
1,0,0.536115,0.466318,0.869077,0.870542
1,0,0.535664,0.46671,0.870542,0.872008
1,0,0.535214,0.467103,0.872008,0.873473
1,0,0.534765,0.467495,0.873473,0.874939
1,0,0.534317,0.467887,0.874939,0.876404
1,0,0.533871,0.468278,0.876404,0.87787
1,0,0.533425,0.468669,0.87787,0.879336
1,0,0.532981,0.46906,0.879336,0.880801
1,0,0.532538,0.46945,0.880801,0.882267
1,0,0.532096,0.46984,0.882267,0.883732
1,0,0.531655,0.47023,0.883732,0.885198
1,0,0.531215,0.470619,0.885198,0.886663
1,0,0.530776,0.471008,0.886663,0.888129
1,0,0.530338,0.471397,0.888129,0.889595
1,0,0.529902,0.471786,0.889595,0.89106
1,0,0.529466,0.472174,0.89106,0.892526
1,0,0.529031,0.472562,0.892526,0.893991
1,0,0.528598,0.472949,0.893991,0.895457
1,0,0.528166,0.473336,0.895457,0.896922
1,0,0.527734,0.473723,0.896922,0.898388
1,0,0.527304,0.47411,0.898388,0.899853
1,0,0.526875,0.474496,0.899853,0.901319
1,0,0.526447,0.474882,0.901319,0.902785
1,0,0.526019,0.475268,0.902785,0.90425
1,0,0.525593,0.475653,0.90425,0.905716
1,0,0.525168,0.476038,0.905716,0.907181
1,0,0.524744,0.476422,0.907181,0.908647
1,0,0.524321,0.476807,0.908647,0.910112
1,0,0.523899,0.477191,0.910112,0.911578
1,0,0.523478,0.477575,0.911578,0.913043
1,0,0.523058,0.477958,0.913043,0.914509
1,0,0.522639,0.478341,0.914509,0.915975
1,0,0.522221,0.478724,0.915975,0.91744
1,0,0.521804,0.479107,0.91744,0.918906
1,0,0.521389,0.479489,0.918906,0.920371
1,0,0.520974,0.479871,0.920371,0.921837
1,0,0.52056,0.480252,0.921837,0.923302
1,0,0.520147,0.480634,0.923302,0.924768
1,0,0.519735,0.481015,0.924768,0.926234
1,0,0.519324,0.481395,0.926234,0.927699
1,0,0.518914,0.481776,0.927699,0.929165
1,0,0.518504,0.482156,0.929165,0.93063
1,0,0.518096,0.482536,0.93063,0.932096
1,0,0.517689,0.482915,0.932096,0.933561
1,0,0.517283,0.483294,0.933561,0.935027
1,0,0.516878,0.483673,0.935027,0.936492
1,0,0.516474,0.484052,0.936492,0.937958
1,0,0.51607,0.48443,0.937958,0.939424
1,0,0.515668,0.484808,0.939424,0.940889
1,0,0.515266,0.485186,0.940889,0.942355
1,0,0.514866,0.485563,0.942355,0.94382
1,0,0.514466,0.48594,0.94382,0.945286
1,0,0.514068,0.486317,0.945286,0.946751
1,0,0.51367,0.486694,0.946751,0.948217
1,0,0.513273,0.48707,0.948217,0.949682
1,0,0.512877,0.487446,0.949682,0.951148
1,0,0.512482,0.487822,0.951148,0.952614
1,0,0.512088,0.488197,0.952614,0.954079
1,0,0.511695,0.488572,0.954079,0.955545
1,0,0.511303,0.488947,0.955545,0.95701
1,0,0.510911,0.489322,0.95701,0.958476
1,0,0.510521,0.489696,0.958476,0.959941
1,0,0.510131,0.49007,0.959941,0.961407
1,0,0.509743,0.490443,0.961407,0.962872
1,0,0.509355,0.490817,0.962872,0.964338
1,0,0.508968,0.49119,0.964338,0.965804
1,0,0.508582,0.491563,0.965804,0.967269
1,0,0.508197,0.491935,0.967269,0.968735
1,0,0.507813,0.492308,0.968735,0.9702
1,0,0.507429,0.49268,0.9702,0.971666
1,0,0.507047,0.493051,0.971666,0.973131
1,0,0.506665,0.493423,0.973131,0.974597
1,0,0.506284,0.493794,0.974597,0.976063
1,0,0.505904,0.494165,0.976063,0.977528
1,0,0.505525,0.494535,0.977528,0.978994
1,0,0.505147,0.494906,0.978994,0.980459
1,0,0.504769,0.495276,0.980459,0.981925
1,0,0.504393,0.495645,0.981925,0.98339
1,0,0.504017,0.496015,0.98339,0.984856
1,0,0.503642,0.496384,0.984856,0.986321
1,0,0.503268,0.496753,0.986321,0.987787
1,0,0.502895,0.497122,0.987787,0.989253
1,0,0.502523,0.49749,0.989253,0.990718
1,0,0.502151,0.497858,0.990718,0.992184
1,0,0.50178,0.498226,0.992184,0.993649
1,0,0.50141,0.498593,0.993649,0.995115
1,0,0.501041,0.498961,0.995115,0.99658
1,0,0.500673,0.499328,0.99658,0.998046
1,0,0.500306,0.499694,0.998046,0.999511
1,0,0.499939,0.500061,0.999511,1.00098
1,0,0.499573,0.500427,1.00098,1.00244
1,0,0.499208,0.500793,1.00244,1.00391
1,0,0.498844,0.501159,1.00391,1.00537
1,0,0.49848,0.501524,1.00537,1.00684
1,0,0.498118,0.501889,1.00684,1.0083
1,0,0.497756,0.502254,1.0083,1.00977
1,0,0.497395,0.502619,1.00977,1.01124
1,0,0.497034,0.502983,1.01124,1.0127
1,0,0.496675,0.503347,1.0127,1.01417
1,0,0.496316,0.503711,1.01417,1.01563
1,0,0.495958,0.504075,1.01563,1.0171
1,0,0.495601,0.504438,1.0171,1.01856
1,0,0.495245,0.504801,1.01856,1.02003
1,0,0.494889,0.505164,1.02003,1.02149
1,0,0.494534,0.505526,1.02149,1.02296
1,0,0.49418,0.505889,1.02296,1.02443
1,0,0.493827,0.506251,1.02443,1.02589
1,0,0.493474,0.506612,1.02589,1.02736
1,0,0.493122,0.506974,1.02736,1.02882
1,0,0.492771,0.507335,1.02882,1.03029
1,0,0.492421,0.507696,1.03029,1.03175
1,0,0.492071,0.508057,1.03175,1.03322
1,0,0.491722,0.508417,1.03322,1.03468
1,0,0.491374,0.508777,1.03468,1.03615
1,0,0.491027,0.509137,1.03615,1.03762
1,0,0.49068,0.509497,1.03762,1.03908
1,0,0.490334,0.509856,1.03908,1.04055
1,0,0.489989,0.510216,1.04055,1.04201
1,0,0.489644,0.510574,1.04201,1.04348
1,0,0.489301,0.510933,1.04348,1.04494
1,0,0.488958,0.511292,1.04494,1.04641
1,0,0.488615,0.51165,1.04641,1.04787
1,0,0.488274,0.512008,1.04787,1.04934
1,0,0.487933,0.512365,1.04934,1.05081
1,0,0.487593,0.512723,1.05081,1.05227
1,0,0.487253,0.51308,1.05227,1.05374
1,0,0.486915,0.513437,1.05374,1.0552
1,0,0.486577,0.513794,1.0552,1.05667
1,0,0.486239,0.51415,1.05667,1.05813
1,0,0.485903,0.514506,1.05813,1.0596
1,0,0.485567,0.514862,1.0596,1.06106
1,0,0.485232,0.515218,1.06106,1.06253
1,0,0.484897,0.515573,1.06253,1.064
1,0,0.484563,0.515928,1.064,1.06546
1,0,0.48423,0.516283,1.06546,1.06693
1,0,0.483898,0.516638,1.06693,1.06839
1,0,0.483566,0.516993,1.06839,1.06986
1,0,0.483235,0.517347,1.06986,1.07132
1,0,0.482904,0.517701,1.07132,1.07279
1,0,0.482575,0.518054,1.07279,1.07426
1,0,0.482246,0.518408,1.07426,1.07572
1,0,0.481917,0.518761,1.07572,1.07719
1,0,0.481589,0.519114,1.07719,1.07865
1,0,0.481262,0.519467,1.07865,1.08012
1,0,0.480936,0.51982,1.08012,1.08158
1,0,0.48061,0.520172,1.08158,1.08305
1,0,0.480285,0.520524,1.08305,1.08451
1,0,0.479961,0.520876,1.08451,1.08598
1,0,0.479637,0.521227,1.08598,1.08745
1,0,0.479314,0.521579,1.08745,1.08891
1,0,0.478992,0.52193,1.08891,1.09038
1,0,0.47867,0.522281,1.09038,1.09184
1,0,0.478349,0.522631,1.09184,1.09331
1,0,0.478028,0.522982,1.09331,1.09477
1,0,0.477708,0.523332,1.09477,1.09624
1,0,0.477389,0.523682,1.09624,1.0977
1,0,0.47707,0.524032,1.0977,1.09917
1,0,0.476752,0.524381,1.09917,1.10064
1,0,0.476435,0.52473,1.10064,1.1021
1,0,0.476119,0.525079,1.1021,1.10357
1,0,0.475802,0.525428,1.10357,1.10503
1,0,0.475487,0.525777,1.10503,1.1065
1,0,0.475172,0.526125,1.1065,1.10796
1,0,0.474858,0.526473,1.10796,1.10943
1,0,0.474545,0.526821,1.10943,1.11089
1,0,0.474232,0.527168,1.11089,1.11236
1,0,0.473919,0.527516,1.11236,1.11383
1,0,0.473608,0.527863,1.11383,1.11529
1,0,0.473297,0.52821,1.11529,1.11676
1,0,0.472986,0.528557,1.11676,1.11822
1,0,0.472676,0.528903,1.11822,1.11969
1,0,0.472367,0.529249,1.11969,1.12115
1,0,0.472058,0.529595,1.12115,1.12262
1,0,0.47175,0.529941,1.12262,1.12408
1,0,0.471443,0.530287,1.12408,1.12555
1,0,0.471136,0.530632,1.12555,1.12702
1,0,0.47083,0.530977,1.12702,1.12848
1,0,0.470524,0.531322,1.12848,1.12995
1,0,0.470219,0.531667,1.12995,1.13141
1,0,0.469915,0.532011,1.13141,1.13288
1,0,0.469611,0.532356,1.13288,1.13434
1,0,0.469308,0.5327,1.13434,1.13581
1,0,0.469005,0.533043,1.13581,1.13727
1,0,0.468703,0.533387,1.13727,1.13874
1,0,0.468401,0.53373,1.13874,1.14021
1,0,0.4681,0.534073,1.14021,1.14167
1,0,0.4678,0.534416,1.14167,1.14314
1,0,0.4675,0.534759,1.14314,1.1446
1,0,0.467201,0.535101,1.1446,1.14607
1,0,0.466902,0.535444,1.14607,1.14753
1,0,0.466604,0.535786,1.14753,1.149
1,0,0.466307,0.536128,1.149,1.15046
1,0,0.46601,0.536469,1.15046,1.15193
1,0,0.465714,0.536811,1.15193,1.1534
1,0,0.465418,0.537152,1.1534,1.15486
1,0,0.465123,0.537493,1.15486,1.15633
1,0,0.464828,0.537833,1.15633,1.15779
1,0,0.464534,0.538174,1.15779,1.15926
1,0,0.46424,0.538514,1.15926,1.16072
1,0,0.463947,0.538854,1.16072,1.16219
1,0,0.463655,0.539194,1.16219,1.16365
1,0,0.463363,0.539534,1.16365,1.16512
1,0,0.463072,0.539873,1.16512,1.16659
1,0,0.462781,0.540212,1.16659,1.16805
1,0,0.462491,0.540551,1.16805,1.16952
1,0,0.462201,0.54089,1.16952,1.17098
1,0,0.461912,0.541229,1.17098,1.17245
1,0,0.461623,0.541567,1.17245,1.17391
1,0,0.461335,0.541905,1.17391,1.17538
1,0,0.461048,0.542243,1.17538,1.17684
1,0,0.460761,0.542581,1.17684,1.17831
1,0,0.460474,0.542919,1.17831,1.17978
1,0,0.460188,0.543256,1.17978,1.18124
1,0,0.459903,0.543593,1.18124,1.18271
1,0,0.459618,0.54393,1.18271,1.18417
1,0,0.459334,0.544267,1.18417,1.18564
1,0,0.45905,0.544603,1.18564,1.1871
1,0,0.458767,0.544939,1.1871,1.18857
1,0,0.458484,0.545275,1.18857,1.19003
1,0,0.458202,0.545611,1.19003,1.1915
1,0,0.45792,0.545947,1.1915,1.19297
1,0,0.457639,0.546282,1.19297,1.19443
1,0,0.457358,0.546618,1.19443,1.1959
1,0,0.457078,0.546953,1.1959,1.19736
1,0,0.456798,0.547288,1.19736,1.19883
1,0,0.456519,0.547622,1.19883,1.20029
1,0,0.456241,0.547957,1.20029,1.20176
1,0,0.455962,0.548291,1.20176,1.20322
1,0,0.455685,0.548625,1.20322,1.20469
1,0,0.455408,0.548959,1.20469,1.20616
1,0,0.455131,0.549292,1.20616,1.20762
1,0,0.454855,0.549626,1.20762,1.20909
1,0,0.454579,0.549959,1.20909,1.21055
1,0,0.454304,0.550292,1.21055,1.21202
1,0,0.45403,0.550625,1.21202,1.21348
1,0,0.453756,0.550957,1.21348,1.21495
1,0,0.453482,0.55129,1.21495,1.21641
1,0,0.453209,0.551622,1.21641,1.21788
1,0,0.452936,0.551954,1.21788,1.21935
1,0,0.452664,0.552286,1.21935,1.22081
1,0,0.452393,0.552617,1.22081,1.22228
1,0,0.452121,0.552949,1.22228,1.22374
1,0,0.451851,0.55328,1.22374,1.22521
1,0,0.451581,0.553611,1.22521,1.22667
1,0,0.451311,0.553942,1.22667,1.22814
1,0,0.451042,0.554272,1.22814,1.2296
1,0,0.450773,0.554603,1.2296,1.23107
1,0,0.450505,0.554933,1.23107,1.23254
1,0,0.450237,0.555263,1.23254,1.234
1,0,0.44997,0.555593,1.234,1.23547
1,0,0.449703,0.555922,1.23547,1.23693
1,0,0.449437,0.556252,1.23693,1.2384
1,0,0.449171,0.556581,1.2384,1.23986
1,0,0.448905,0.55691,1.23986,1.24133
1,0,0.44864,0.557239,1.24133,1.24279
1,0,0.448376,0.557568,1.24279,1.24426
1,0,0.448112,0.557896,1.24426,1.24573
1,0,0.447849,0.558224,1.24573,1.24719
1,0,0.447585,0.558552,1.24719,1.24866
1,0,0.447323,0.55888,1.24866,1.25012
1,0,0.447061,0.559208,1.25012,1.25159
1,0,0.446799,0.559536,1.25159,1.25305
1,0,0.446538,0.559863,1.25305,1.25452
1,0,0.446277,0.56019,1.25452,1.25598
1,0,0.446017,0.560517,1.25598,1.25745
1,0,0.445757,0.560844,1.25745,1.25892
1,0,0.445498,0.56117,1.25892,1.26038
1,0,0.445239,0.561497,1.26038,1.26185
1,0,0.44498,0.561823,1.26185,1.26331
1,0,0.444722,0.562149,1.26331,1.26478
1,0,0.444465,0.562474,1.26478,1.26624
1,0,0.444207,0.5628,1.26624,1.26771
1,0,0.443951,0.563125,1.26771,1.26917
1,0,0.443694,0.563451,1.26917,1.27064
1,0,0.443439,0.563776,1.27064,1.27211
1,0,0.443183,0.564101,1.27211,1.27357
1,0,0.442928,0.564425,1.27357,1.27504
1,0,0.442674,0.56475,1.27504,1.2765
1,0,0.44242,0.565074,1.2765,1.27797
1,0,0.442166,0.565398,1.27797,1.27943
1,0,0.441913,0.565722,1.27943,1.2809
1,0,0.44166,0.566046,1.2809,1.28236
1,0,0.441408,0.566369,1.28236,1.28383
1,0,0.441156,0.566693,1.28383,1.2853
1,0,0.440905,0.567016,1.2853,1.28676
1,0,0.440654,0.567339,1.28676,1.28823
1,0,0.440403,0.567662,1.28823,1.28969
1,0,0.440153,0.567984,1.28969,1.29116
1,0,0.439903,0.568307,1.29116,1.29262
1,0,0.439654,0.568629,1.29262,1.29409
1,0,0.439405,0.568951,1.29409,1.29555
1,0,0.439157,0.569273,1.29555,1.29702
1,0,0.438909,0.569595,1.29702,1.29849
1,0,0.438661,0.569916,1.29849,1.29995
1,0,0.438414,0.570238,1.29995,1.30142
1,0,0.438167,0.570559,1.30142,1.30288
1,0,0.437921,0.57088,1.30288,1.30435
1,0,0.437675,0.571201,1.30435,1.30581
1,0,0.437429,0.571521,1.30581,1.30728
1,0,0.437184,0.571842,1.30728,1.30874
1,0,0.436939,0.572162,1.30874,1.31021
1,0,0.436695,0.572482,1.31021,1.31168
1,0,0.436451,0.572802,1.31168,1.31314
1,0,0.436208,0.573122,1.31314,1.31461
1,0,0.435964,0.573441,1.31461,1.31607
1,0,0.435722,0.573761,1.31607,1.31754
1,0,0.43548,0.57408,1.31754,1.319
1,0,0.435238,0.574399,1.319,1.32047
1,0,0.434996,0.574718,1.32047,1.32193
1,0,0.434755,0.575036,1.32193,1.3234
1,0,0.434514,0.575355,1.3234,1.32487
1,0,0.434274,0.575673,1.32487,1.32633
1,0,0.434034,0.575991,1.32633,1.3278
1,0,0.433795,0.576309,1.3278,1.32926
1,0,0.433556,0.576627,1.32926,1.33073
1,0,0.433317,0.576945,1.33073,1.33219
1,0,0.433079,0.577262,1.33219,1.33366
1,0,0.432841,0.577579,1.33366,1.33512
1,0,0.432603,0.577896,1.33512,1.33659
1,0,0.432366,0.578213,1.33659,1.33806
1,0,0.43213,0.57853,1.33806,1.33952
1,0,0.431893,0.578847,1.33952,1.34099
1,0,0.431657,0.579163,1.34099,1.34245
1,0,0.431422,0.579479,1.34245,1.34392
1,0,0.431187,0.579795,1.34392,1.34538
1,0,0.430952,0.580111,1.34538,1.34685
1,0,0.430717,0.580427,1.34685,1.34831
1,0,0.430483,0.580742,1.34831,1.34978
1,0,0.43025,0.581058,1.34978,1.35125
1,0,0.430017,0.581373,1.35125,1.35271
1,0,0.429784,0.581688,1.35271,1.35418
1,0,0.429551,0.582003,1.35418,1.35564
1,0,0.429319,0.582318,1.35564,1.35711
1,0,0.429087,0.582632,1.35711,1.35857
1,0,0.428856,0.582946,1.35857,1.36004
1,0,0.428625,0.583261,1.36004,1.3615
1,0,0.428394,0.583575,1.3615,1.36297
1,0,0.428164,0.583888,1.36297,1.36444
1,0,0.427934,0.584202,1.36444,1.3659
1,0,0.427705,0.584516,1.3659,1.36737
1,0,0.427475,0.584829,1.36737,1.36883
1,0,0.427247,0.585142,1.36883,1.3703
1,0,0.427018,0.585455,1.3703,1.37176
1,0,0.42679,0.585768,1.37176,1.37323
1,0,0.426563,0.586081,1.37323,1.37469
1,0,0.426335,0.586393,1.37469,1.37616
1,0,0.426108,0.586705,1.37616,1.37763
1,0,0.425882,0.587018,1.37763,1.37909
1,0,0.425655,0.58733,1.37909,1.38056
1,0,0.42543,0.587641,1.38056,1.38202
1,0,0.425204,0.587953,1.38202,1.38349
1,0,0.424979,0.588265,1.38349,1.38495
1,0,0.424754,0.588576,1.38495,1.38642
1,0,0.42453,0.588887,1.38642,1.38788
1,0,0.424306,0.589198,1.38788,1.38935
1,0,0.424082,0.589509,1.38935,1.39082
1,0,0.423858,0.58982,1.39082,1.39228
1,0,0.423635,0.59013,1.39228,1.39375
1,0,0.423413,0.59044,1.39375,1.39521
1,0,0.42319,0.590751,1.39521,1.39668
1,0,0.422968,0.591061,1.39668,1.39814
1,0,0.422747,0.59137,1.39814,1.39961
1,0,0.422526,0.59168,1.39961,1.40107
1,0,0.422305,0.59199,1.40107,1.40254
1,0,0.422084,0.592299,1.40254,1.40401
1,0,0.421864,0.592608,1.40401,1.40547
1,0,0.421644,0.592917,1.40547,1.40694
1,0,0.421424,0.593226,1.40694,1.4084
1,0,0.421205,0.593535,1.4084,1.40987
1,0,0.420986,0.593844,1.40987,1.41133
1,0,0.420768,0.594152,1.41133,1.4128
1,0,0.42055,0.59446,1.4128,1.41426
1,0,0.420332,0.594768,1.41426,1.41573
1,0,0.420114,0.595076,1.41573,1.4172
1,0,0.419897,0.595384,1.4172,1.41866
1,0,0.41968,0.595692,1.41866,1.42013
1,0,0.419464,0.595999,1.42013,1.42159
1,0,0.419248,0.596306,1.42159,1.42306
1,0,0.419032,0.596613,1.42306,1.42452
1,0,0.418816,0.59692,1.42452,1.42599
1,0,0.418601,0.597227,1.42599,1.42745
1,0,0.418386,0.597534,1.42745,1.42892
1,0,0.418172,0.59784,1.42892,1.43039
1,0,0.417958,0.598147,1.43039,1.43185
1,0,0.417744,0.598453,1.43185,1.43332
1,0,0.41753,0.598759,1.43332,1.43478
1,0,0.417317,0.599065,1.43478,1.43625
1,0,0.417104,0.599371,1.43625,1.43771
1,0,0.416892,0.599676,1.43771,1.43918
1,0,0.416679,0.599982,1.43918,1.44064
1,0,0.416468,0.600287,1.44064,1.44211
1,0,0.416256,0.600592,1.44211,1.44358
1,0,0.416045,0.600897,1.44358,1.44504
1,0,0.415834,0.601202,1.44504,1.44651
1,0,0.415623,0.601506,1.44651,1.44797
1,0,0.415413,0.601811,1.44797,1.44944
1,0,0.415203,0.602115,1.44944,1.4509
1,0,0.414993,0.602419,1.4509,1.45237
1,0,0.414784,0.602723,1.45237,1.45383
1,0,0.414575,0.603027,1.45383,1.4553
1,0,0.414366,0.603331,1.4553,1.45677
1,0,0.414158,0.603635,1.45677,1.45823
1,0,0.41395,0.603938,1.45823,1.4597
1,0,0.413742,0.604241,1.4597,1.46116
1,0,0.413535,0.604544,1.46116,1.46263
1,0,0.413327,0.604847,1.46263,1.46409
1,0,0.413121,0.60515,1.46409,1.46556
1,0,0.412914,0.605453,1.46556,1.46702
1,0,0.412708,0.605755,1.46702,1.46849
1,0,0.412502,0.606058,1.46849,1.46996
1,0,0.412296,0.60636,1.46996,1.47142
1,0,0.412091,0.606662,1.47142,1.47289
1,0,0.411886,0.606964,1.47289,1.47435
1,0,0.411682,0.607265,1.47435,1.47582
1,0,0.411477,0.607567,1.47582,1.47728
1,0,0.411273,0.607868,1.47728,1.47875
1,0,0.411069,0.60817,1.47875,1.48021
1,0,0.410866,0.608471,1.48021,1.48168
1,0,0.410663,0.608772,1.48168,1.48315
1,0,0.41046,0.609073,1.48315,1.48461
1,0,0.410257,0.609373,1.48461,1.48608
1,0,0.410055,0.609674,1.48608,1.48754
1,0,0.409853,0.609974,1.48754,1.48901
1,0,0.409652,0.610275,1.48901,1.49047
1,0,0.40945,0.610575,1.49047,1.49194
1,0,0.409249,0.610875,1.49194,1.4934
1,0,0.409048,0.611175,1.4934,1.49487
1,0,0.408848,0.611474,1.49487,1.49634
1,0,0.408648,0.611774,1.49634,1.4978
1,0,0.408448,0.612073,1.4978,1.49927
1,0,0.408248,0.612372,1.49927,1.50073
1,0,0.408049,0.612671,1.50073,1.5022
1,0,0.40785,0.61297,1.5022,1.50366
1,0,0.407651,0.613269,1.50366,1.50513
1,0,0.407453,0.613568,1.50513,1.5066
1,0,0.407255,0.613866,1.5066,1.50806
1,0,0.407057,0.614165,1.50806,1.50953
1,0,0.406859,0.614463,1.50953,1.51099
1,0,0.406662,0.614761,1.51099,1.51246
1,0,0.406465,0.615059,1.51246,1.51392
1,0,0.406268,0.615357,1.51392,1.51539
1,0,0.406072,0.615654,1.51539,1.51685
1,0,0.405876,0.615952,1.51685,1.51832
1,0,0.40568,0.616249,1.51832,1.51979
1,0,0.405485,0.616546,1.51979,1.52125
1,0,0.405289,0.616843,1.52125,1.52272
1,0,0.405094,0.61714,1.52272,1.52418
1,0,0.4049,0.617437,1.52418,1.52565
1,0,0.404705,0.617734,1.52565,1.52711
1,0,0.404511,0.61803,1.52711,1.52858
1,0,0.404317,0.618327,1.52858,1.53004
1,0,0.404123,0.618623,1.53004,1.53151
1,0,0.40393,0.618919,1.53151,1.53298
1,0,0.403737,0.619215,1.53298,1.53444
1,0,0.403544,0.619511,1.53444,1.53591
1,0,0.403352,0.619806,1.53591,1.53737
1,0,0.40316,0.620102,1.53737,1.53884
1,0,0.402968,0.620397,1.53884,1.5403
1,0,0.402776,0.620692,1.5403,1.54177
1,0,0.402585,0.620987,1.54177,1.54323
1,0,0.402394,0.621282,1.54323,1.5447
1,0,0.402203,0.621577,1.5447,1.54617
1,0,0.402012,0.621872,1.54617,1.54763
1,0,0.401822,0.622166,1.54763,1.5491
1,0,0.401632,0.622461,1.5491,1.55056
1,0,0.401442,0.622755,1.55056,1.55203
1,0,0.401253,0.623049,1.55203,1.55349
1,0,0.401063,0.623343,1.55349,1.55496
1,0,0.400874,0.623637,1.55496,1.55642
1,0,0.400686,0.62393,1.55642,1.55789
1,0,0.400497,0.624224,1.55789,1.55936
1,0,0.400309,0.624517,1.55936,1.56082
1,0,0.400121,0.624811,1.56082,1.56229
1,0,0.399934,0.625104,1.56229,1.56375
1,0,0.399746,0.625397,1.56375,1.56522
1,0,0.399559,0.62569,1.56522,1.56668
1,0,0.399372,0.625982,1.56668,1.56815
1,0,0.399186,0.626275,1.56815,1.56961
1,0,0.398999,0.626567,1.56961,1.57108
1,0,0.398813,0.62686,1.57108,1.57255
1,0,0.398628,0.627152,1.57255,1.57401
1,0,0.398442,0.627444,1.57401,1.57548
1,0,0.398257,0.627736,1.57548,1.57694
1,0,0.398072,0.628028,1.57694,1.57841
1,0,0.397887,0.628319,1.57841,1.57987
1,0,0.397702,0.628611,1.57987,1.58134
1,0,0.397518,0.628902,1.58134,1.5828
1,0,0.397334,0.629193,1.5828,1.58427
1,0,0.39715,0.629484,1.58427,1.58574
1,0,0.396967,0.629775,1.58574,1.5872
1,0,0.396784,0.630066,1.5872,1.58867
1,0,0.396601,0.630357,1.58867,1.59013
1,0,0.396418,0.630647,1.59013,1.5916
1,0,0.396236,0.630938,1.5916,1.59306
1,0,0.396053,0.631228,1.59306,1.59453
1,0,0.395871,0.631518,1.59453,1.59599
1,0,0.39569,0.631808,1.59599,1.59746
1,0,0.395508,0.632098,1.59746,1.59893
1,0,0.395327,0.632388,1.59893,1.60039
1,0,0.395146,0.632678,1.60039,1.60186
1,0,0.394965,0.632967,1.60186,1.60332
1,0,0.394785,0.633256,1.60332,1.60479
1,0,0.394605,0.633546,1.60479,1.60625
1,0,0.394425,0.633835,1.60625,1.60772
1,0,0.394245,0.634124,1.60772,1.60918
1,0,0.394065,0.634412,1.60918,1.61065
1,0,0.393886,0.634701,1.61065,1.61212
1,0,0.393707,0.63499,1.61212,1.61358
1,0,0.393528,0.635278,1.61358,1.61505
1,0,0.39335,0.635566,1.61505,1.61651
1,0,0.393172,0.635855,1.61651,1.61798
1,0,0.392994,0.636143,1.61798,1.61944
1,0,0.392816,0.636431,1.61944,1.62091
1,0,0.392638,0.636718,1.62091,1.62237
1,0,0.392461,0.637006,1.62237,1.62384
1,0,0.392284,0.637294,1.62384,1.62531
1,0,0.392107,0.637581,1.62531,1.62677
1,0,0.39193,0.637868,1.62677,1.62824
1,0,0.391754,0.638155,1.62824,1.6297
1,0,0.391578,0.638442,1.6297,1.63117
1,0,0.391402,0.638729,1.63117,1.63263
1,0,0.391227,0.639016,1.63263,1.6341
1,0,0.391051,0.639303,1.6341,1.63556
1,0,0.390876,0.639589,1.63556,1.63703
1,0,0.390701,0.639875,1.63703,1.6385
1,0,0.390526,0.640162,1.6385,1.63996
1,0,0.390352,0.640448,1.63996,1.64143
1,0,0.390178,0.640734,1.64143,1.64289
1,0,0.390004,0.64102,1.64289,1.64436
1,0,0.38983,0.641305,1.64436,1.64582
1,0,0.389656,0.641591,1.64582,1.64729
1,0,0.389483,0.641876,1.64729,1.64875
1,0,0.38931,0.642162,1.64875,1.65022
1,0,0.389137,0.642447,1.65022,1.65169
1,0,0.388965,0.642732,1.65169,1.65315
1,0,0.388792,0.643017,1.65315,1.65462
1,0,0.38862,0.643302,1.65462,1.65608
1,0,0.388448,0.643587,1.65608,1.65755
1,0,0.388276,0.643871,1.65755,1.65901
1,0,0.388105,0.644156,1.65901,1.66048
1,0,0.387934,0.64444,1.66048,1.66194
1,0,0.387763,0.644724,1.66194,1.66341
1,0,0.387592,0.645008,1.66341,1.66488
1,0,0.387421,0.645292,1.66488,1.66634
1,0,0.387251,0.645576,1.66634,1.66781
1,0,0.387081,0.64586,1.66781,1.66927
1,0,0.386911,0.646143,1.66927,1.67074
1,0,0.386741,0.646427,1.67074,1.6722
1,0,0.386572,0.64671,1.6722,1.67367
1,0,0.386403,0.646993,1.67367,1.67513
1,0,0.386234,0.647276,1.67513,1.6766
1,0,0.386065,0.647559,1.6766,1.67807
1,0,0.385896,0.647842,1.67807,1.67953
1,0,0.385728,0.648125,1.67953,1.681
1,0,0.38556,0.648407,1.681,1.68246
1,0,0.385392,0.64869,1.68246,1.68393
1,0,0.385224,0.648972,1.68393,1.68539
